inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
10170,Student Business Services,Refund Status,Walk-In,Undergraduate,Fall 2024,Nov,Monday,8-10 AM,Staff H,16.0,11.5,Resolved on First Contact,No,No,3.8
10171,Student Business Services,Tuition Payment,Phone,Prospective,Fall 2024,Oct,Thursday,2-4 PM,Staff F,11.1,19.9,Resolved on First Contact,No,No,5.0
10172,Financial Aid,Work-Study,Walk-In,Parent/Guardian,Spring 2025,May,Wednesday,12-2 PM,Staff A,7.8,16.6,Referred to Another Office,No,No,5.0
10173,Registrar,Add/Drop,Walk-In,Graduate,Fall 2024,Dec,Monday,8-10 AM,Staff F,9.6,17.8,Follow-Up Required,No,Yes,4.4
10174,Financial Aid,Loan Questions,Walk-In,Undergraduate,Spring 2025,May,Friday,12-2 PM,Staff A,9.1,18.3,Resolved on First Contact,No,No,4.8
10175,Student Business Services,Account Hold,Walk-In,Graduate,Winter 2025,Mar,Monday,12-2 PM,Staff C,6.7,22.5,Escalated to Department,Yes,No,3.0
10176,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Mar,Monday,10-12 PM,Staff A,6.6,17.5,Resolved on First Contact,No,No,4.3
10177,Student Business Services,Tuition Payment,Phone,Parent/Guardian,Winter 2025,Mar,Monday,2-4 PM,Staff A,5.9,20.0,Resolved on First Contact,No,No,4.7
10178,Registrar,Graduation Check,Email,Undergraduate,Fall 2024,Oct,Thursday,8-10 AM,Staff B,12.9,5.2,Referred to Another Office,No,No,2.9
10179,General Inquiry,General Question,Email,Parent/Guardian,Fall 2024,Nov,Thursday,10-12 PM,Staff H,4.6,14.2,Resolved on First Contact,No,No,5.0
10180,Financial Aid,Award Letter,Phone,Undergraduate,Fall 2024,Oct,Tuesday,8-10 AM,Staff H,10.9,6.6,Referred to Another Office,No,No,2.6
10181,Registrar,Enrollment Verification,Walk-In,Parent/Guardian,Winter 2025,Feb,Tuesday,10-12 PM,Staff A,7.3,15.8,Follow-Up Required,No,Yes,2.1
10182,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff A,17.9,19.2,Referred to Another Office,No,No,5.0
10183,General Inquiry,Hours/Location,Walk-In,Prospective,Fall 2024,Sep,Thursday,2-4 PM,Staff B,25.3,13.1,Escalated to Department,Yes,No,3.7
10184,Admissions,Application Status,Walk-In,Parent/Guardian,Summer 2025,Jul,Monday,8-10 AM,Staff A,18.2,2.0,Resolved on First Contact,No,No,3.5
10185,Financial Aid,Loan Questions,Phone,Graduate,Fall 2024,Sep,Friday,10-12 PM,Staff F,10.7,14.9,Escalated to Department,Yes,No,3.6
10186,Student Business Services,Payment Plan,Phone,Graduate,Spring 2025,May,Tuesday,10-12 PM,Staff G,6.7,21.3,Resolved on First Contact,No,No,4.5
10187,Admissions,Transfer Credits,Walk-In,Undergraduate,Spring 2025,Apr,Friday,2-4 PM,Staff A,17.6,8.1,Follow-Up Required,No,Yes,3.9
10188,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Sep,Monday,2-4 PM,Staff C,12.5,8.0,Resolved on First Contact,No,No,3.5
10189,Registrar,Grade Change,Email,Prospective,Fall 2024,Sep,Thursday,12-2 PM,Staff A,14.4,3.0,Follow-Up Required,No,No,4.1
10190,Financial Aid,Work-Study,Email,Undergraduate,Fall 2024,Dec,Tuesday,2-4 PM,Staff A,18.5,19.3,Escalated to Department,Yes,No,4.4
10191,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Spring 2025,Jun,Monday,12-2 PM,Staff C,8.7,19.6,Escalated to Department,Yes,No,2.1
10192,Admissions,Orientation,Virtual Appointment,Graduate,Spring 2025,May,Friday,2-4 PM,Staff G,4.9,19.4,Escalated to Department,Yes,No,3.4
10193,General Inquiry,Hours/Location,Virtual Appointment,Undergraduate,Spring 2025,Apr,Friday,12-2 PM,Staff B,9.6,15.8,Escalated to Department,Yes,No,2.6
10194,Student Business Services,Account Hold,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,8-10 AM,Staff F,5.6,11.0,Resolved on First Contact,No,No,3.7
10195,Registrar,Enrollment Verification,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,10-12 PM,Staff G,8.9,21.5,Escalated to Department,Yes,No,3.8
10196,Registrar,Graduation Check,Phone,Undergraduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff A,6.8,9.3,Follow-Up Required,No,Yes,2.8
10197,Student Business Services,Payment Plan,Virtual Appointment,Parent/Guardian,Fall 2024,Nov,Friday,10-12 PM,Staff F,4.1,11.2,Escalated to Department,Yes,No,5.0
10198,Admissions,Orientation,Email,Graduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff E,1.7,9.6,Referred to Another Office,No,No,4.2
10199,Admissions,Application Status,Walk-In,Undergraduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff H,13.0,14.4,Resolved on First Contact,No,No,4.0
10200,Admissions,Orientation,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,2-4 PM,Staff F,10.8,16.5,Resolved on First Contact,No,No,2.8
10201,Student Business Services,Account Hold,Phone,Graduate,Spring 2025,May,Tuesday,8-10 AM,Staff B,7.4,13.6,Escalated to Department,Yes,No,3.6
10202,Financial Aid,FAFSA Status,Phone,Undergraduate,Winter 2025,Mar,Friday,12-2 PM,Staff B,4.8,24.4,Resolved on First Contact,No,No,4.6
10203,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Summer 2025,Jul,Monday,12-2 PM,Staff H,5.3,14.1,Resolved on First Contact,No,No,3.2
10204,Admissions,Application Status,Email,Undergraduate,Spring 2025,Jun,Monday,2-4 PM,Staff G,2.6,2.8,Escalated to Department,Yes,No,3.0
10205,Student Business Services,1098-T,Phone,Prospective,Fall 2024,Dec,Wednesday,2-4 PM,Staff A,4.2,5.5,Resolved on First Contact,No,No,5.0
10206,Financial Aid,Loan Questions,Email,Undergraduate,Summer 2025,Jul,Thursday,12-2 PM,Staff H,3.5,12.1,Referred to Another Office,No,No,3.8
10207,Financial Aid,FAFSA Status,Email,Undergraduate,Fall 2024,Oct,Monday,10-12 PM,Staff C,6.4,17.5,Referred to Another Office,No,No,3.8
10208,Student Business Services,Tuition Payment,Email,Parent/Guardian,Fall 2024,Sep,Tuesday,10-12 PM,Staff B,16.3,14.9,Resolved on First Contact,No,No,4.7
10209,Financial Aid,Award Letter,Walk-In,Undergraduate,Winter 2025,Feb,Friday,10-12 PM,Staff C,7.9,18.8,Escalated to Department,Yes,No,3.4
10210,Financial Aid,Work-Study,Phone,Prospective,Fall 2024,Oct,Tuesday,12-2 PM,Staff G,7.8,14.9,Resolved on First Contact,No,No,5.0
10211,Registrar,Graduation Check,Walk-In,Undergraduate,Winter 2025,Jan,Thursday,2-4 PM,Staff G,18.3,18.5,Escalated to Department,Yes,No,2.9
10212,Student Business Services,Payment Plan,Phone,Undergraduate,Fall 2024,Nov,Thursday,12-2 PM,Staff E,9.2,15.7,Resolved on First Contact,No,No,4.0
10213,Student Business Services,1098-T,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff C,14.5,17.2,Escalated to Department,Yes,No,3.2
10214,Financial Aid,Work-Study,Phone,Undergraduate,Winter 2025,Jan,Friday,12-2 PM,Staff G,17.7,11.4,Resolved on First Contact,No,No,3.7
10215,Student Business Services,Refund Status,Walk-In,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff G,6.9,5.9,Follow-Up Required,No,Yes,3.1
10216,Financial Aid,Loan Questions,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,8-10 AM,Staff G,41.2,21.6,Escalated to Department,Yes,No,3.1
10217,Registrar,Graduation Check,Walk-In,Undergraduate,Fall 2024,Nov,Wednesday,10-12 PM,Staff H,27.4,24.8,Resolved on First Contact,No,No,5.0
10218,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,8-10 AM,Staff D,7.7,17.5,Escalated to Department,Yes,No,2.6
10219,Student Business Services,Tuition Payment,Email,Graduate,Winter 2025,Mar,Wednesday,2-4 PM,Staff G,17.9,15.6,Referred to Another Office,No,No,3.6
10220,Admissions,Residency,Email,Prospective,Fall 2024,Oct,Friday,10-12 PM,Staff G,15.2,12.5,Follow-Up Required,No,No,4.4
10221,Student Business Services,Refund Status,Phone,Prospective,Spring 2025,Jun,Tuesday,10-12 PM,Staff C,21.4,15.6,Escalated to Department,Yes,No,4.7
10222,Student Business Services,Account Hold,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,2-4 PM,Staff B,14.4,7.5,Resolved on First Contact,No,No,5.0
10223,Financial Aid,Award Letter,Walk-In,Parent/Guardian,Fall 2024,Sep,Monday,10-12 PM,Staff C,21.0,20.9,Follow-Up Required,No,Yes,3.2
10224,Registrar,Grade Change,Walk-In,Undergraduate,Winter 2025,Jan,Monday,8-10 AM,Staff C,8.0,19.9,Resolved on First Contact,No,No,3.9
10225,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Dec,Monday,10-12 PM,Staff D,14.1,20.0,Resolved on First Contact,No,No,5.0
10226,Financial Aid,FAFSA Status,Email,Undergraduate,Spring 2025,Jun,Friday,8-10 AM,Staff D,1.8,12.2,Follow-Up Required,No,Yes,4.8
10227,General Inquiry,Complaint,Walk-In,Prospective,Fall 2024,Oct,Thursday,8-10 AM,Staff H,12.1,14.5,Follow-Up Required,No,Yes,3.8
10228,Registrar,Enrollment Verification,Walk-In,Prospective,Summer 2025,Aug,Thursday,8-10 AM,Staff A,35.8,12.1,Resolved on First Contact,No,No,3.7
10229,Admissions,Application Status,Walk-In,Graduate,Spring 2025,May,Wednesday,12-2 PM,Staff B,5.7,19.0,Resolved on First Contact,No,No,5.0
10230,Student Business Services,1098-T,Walk-In,Undergraduate,Winter 2025,Feb,Friday,8-10 AM,Staff G,15.3,16.5,Escalated to Department,Yes,No,5.0
10231,Admissions,Application Status,Phone,Graduate,Winter 2025,Jan,Wednesday,10-12 PM,Staff H,4.5,16.1,Resolved on First Contact,No,No,4.9
10232,Registrar,Graduation Check,Phone,Undergraduate,Summer 2025,Jul,Friday,2-4 PM,Staff A,0.1,18.1,Resolved on First Contact,No,No,4.8
10233,Student Business Services,Refund Status,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,10-12 PM,Staff G,10.6,19.1,Resolved on First Contact,No,No,3.4
10234,Registrar,Grade Change,Walk-In,Undergraduate,Fall 2024,Nov,Friday,2-4 PM,Staff G,10.4,12.8,Resolved on First Contact,No,No,4.3
10235,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,10-12 PM,Staff D,31.9,9.9,Referred to Another Office,No,No,4.4
10236,Student Business Services,Refund Status,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff G,6.8,17.7,Escalated to Department,Yes,No,2.0
10237,Financial Aid,Loan Questions,Walk-In,Prospective,Spring 2025,Jun,Wednesday,12-2 PM,Staff G,6.7,22.2,Resolved on First Contact,No,No,4.8
10238,Financial Aid,FAFSA Status,Virtual Appointment,Undergraduate,Spring 2025,May,Wednesday,8-10 AM,Staff C,0.3,9.5,Resolved on First Contact,No,No,5.0
10239,Student Business Services,Account Hold,Phone,Undergraduate,Summer 2025,Aug,Monday,8-10 AM,Staff D,3.2,17.6,Referred to Another Office,No,No,4.7
10240,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Summer 2025,Aug,Wednesday,12-2 PM,Staff E,0.2,17.6,Escalated to Department,Yes,No,3.3
10241,General Inquiry,Hours/Location,Walk-In,Parent/Guardian,Summer 2025,Aug,Tuesday,10-12 PM,Staff C,10.5,2.0,Resolved on First Contact,No,No,4.0
10242,General Inquiry,Complaint,Walk-In,Undergraduate,Fall 2024,Oct,Monday,12-2 PM,Staff A,14.6,14.2,Escalated to Department,Yes,No,3.0
10243,General Inquiry,Complaint,Phone,Undergraduate,Winter 2025,Feb,Friday,2-4 PM,Staff C,0.4,19.4,Resolved on First Contact,No,No,5.0
10244,Registrar,Add/Drop,Phone,Undergraduate,Spring 2025,Apr,Thursday,10-12 PM,Staff H,2.2,12.6,Resolved on First Contact,No,No,5.0
10245,Financial Aid,Loan Questions,Email,Graduate,Spring 2025,May,Friday,12-2 PM,Staff E,14.3,3.1,Resolved on First Contact,No,No,4.6
10246,General Inquiry,Complaint,Walk-In,Undergraduate,Spring 2025,May,Thursday,10-12 PM,Staff D,10.0,14.3,Referred to Another Office,No,No,3.8
10247,Registrar,Enrollment Verification,Phone,Undergraduate,Fall 2024,Sep,Tuesday,2-4 PM,Staff B,11.6,18.0,Escalated to Department,Yes,No,3.5
10248,General Inquiry,General Question,Walk-In,Undergraduate,Spring 2025,May,Wednesday,2-4 PM,Staff G,14.6,8.2,Resolved on First Contact,No,No,4.0
10249,General Inquiry,General Question,Email,Undergraduate,Spring 2025,Jun,Thursday,2-4 PM,Staff F,10.0,7.3,Follow-Up Required,No,Yes,2.3
10250,Admissions,Residency,Phone,Undergraduate,Fall 2024,Dec,Friday,10-12 PM,Staff B,15.5,10.7,Resolved on First Contact,No,No,4.3
10251,Financial Aid,Work-Study,Phone,Graduate,Winter 2025,Mar,Tuesday,12-2 PM,Staff B,14.2,17.9,Resolved on First Contact,No,No,5.0
10252,Registrar,Graduation Check,Walk-In,Parent/Guardian,Fall 2024,Oct,Friday,10-12 PM,Staff G,11.1,10.5,Resolved on First Contact,No,No,4.5
10253,Admissions,Transfer Credits,Phone,Parent/Guardian,Fall 2024,Sep,Friday,10-12 PM,Staff D,7.5,19.1,Follow-Up Required,No,No,3.3
10254,Registrar,Grade Change,Walk-In,Graduate,Fall 2024,Sep,Thursday,2-4 PM,Staff B,15.8,19.0,Resolved on First Contact,No,No,4.5
10255,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Jan,Friday,8-10 AM,Staff E,23.5,14.3,Resolved on First Contact,No,No,3.7
10256,Student Business Services,Payment Plan,Walk-In,Prospective,Winter 2025,Feb,Tuesday,2-4 PM,Staff G,5.6,22.1,Resolved on First Contact,No,No,3.5
10257,General Inquiry,Department Referral,Phone,Prospective,Spring 2025,May,Friday,8-10 AM,Staff D,6.9,4.1,Follow-Up Required,No,No,2.9
10258,Student Business Services,Refund Status,Walk-In,Prospective,Spring 2025,Jun,Thursday,2-4 PM,Staff H,14.7,11.3,Resolved on First Contact,No,No,4.3
10259,Student Business Services,Refund Status,Walk-In,Undergraduate,Spring 2025,Apr,Monday,10-12 PM,Staff B,10.3,18.5,Resolved on First Contact,No,No,3.1
10260,Financial Aid,Loan Questions,Email,Undergraduate,Fall 2024,Oct,Friday,10-12 PM,Staff G,6.4,13.8,Resolved on First Contact,No,No,4.3
10261,Student Business Services,Account Hold,Walk-In,Parent/Guardian,Fall 2024,Dec,Wednesday,10-12 PM,Staff F,12.2,16.1,Resolved on First Contact,No,No,4.2
10262,General Inquiry,General Question,Phone,Parent/Guardian,Summer 2025,Aug,Wednesday,12-2 PM,Staff A,0.6,14.2,Follow-Up Required,No,Yes,4.7
10263,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff D,11.8,14.9,Referred to Another Office,No,No,3.7
10264,Registrar,Graduation Check,Walk-In,Parent/Guardian,Summer 2025,Aug,Monday,12-2 PM,Staff D,5.4,18.6,Resolved on First Contact,No,No,3.5
10265,Admissions,Residency,Email,Prospective,Spring 2025,Apr,Wednesday,8-10 AM,Staff C,10.4,11.8,Follow-Up Required,No,No,3.9
10266,Student Business Services,Payment Plan,Walk-In,Undergraduate,Winter 2025,Jan,Friday,8-10 AM,Staff H,26.3,14.9,Resolved on First Contact,No,No,4.7
10267,Student Business Services,1098-T,Phone,Undergraduate,Summer 2025,Aug,Monday,8-10 AM,Staff G,8.0,20.0,Resolved on First Contact,No,No,3.9
10268,Student Business Services,Payment Plan,Phone,Graduate,Fall 2024,Nov,Tuesday,10-12 PM,Staff B,12.6,17.7,Resolved on First Contact,No,No,5.0
10269,Registrar,Add/Drop,Phone,Undergraduate,Fall 2024,Sep,Monday,2-4 PM,Staff A,12.1,11.2,Follow-Up Required,No,Yes,3.9
10270,Financial Aid,Award Letter,Phone,Parent/Guardian,Spring 2025,May,Tuesday,2-4 PM,Staff G,1.4,15.9,Escalated to Department,Yes,No,3.5
10271,Admissions,Application Status,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,10-12 PM,Staff F,5.1,6.6,Follow-Up Required,No,Yes,3.3
10272,Admissions,Orientation,Walk-In,Prospective,Summer 2025,Jul,Thursday,12-2 PM,Staff E,8.4,9.3,Resolved on First Contact,No,No,4.5
10273,Admissions,Application Status,Email,Prospective,Fall 2024,Sep,Friday,12-2 PM,Staff D,18.1,7.4,Follow-Up Required,No,No,3.7
10274,General Inquiry,Campus Resources,Phone,Undergraduate,Winter 2025,Jan,Wednesday,10-12 PM,Staff E,28.8,12.8,Escalated to Department,Yes,No,2.1
10275,Registrar,Enrollment Verification,Email,Undergraduate,Winter 2025,Jan,Tuesday,10-12 PM,Staff E,7.5,3.8,Resolved on First Contact,No,No,5.0
10276,Registrar,Transcript Request,Email,Graduate,Spring 2025,May,Friday,10-12 PM,Staff E,3.6,8.6,Referred to Another Office,No,No,3.8
10277,Admissions,Application Status,Email,Undergraduate,Fall 2024,Sep,Thursday,8-10 AM,Staff H,11.7,5.7,Resolved on First Contact,No,No,5.0
10278,Student Business Services,Refund Status,Phone,Graduate,Winter 2025,Feb,Wednesday,8-10 AM,Staff C,4.5,11.8,Escalated to Department,Yes,No,2.9
10279,Student Business Services,Payment Plan,Walk-In,Undergraduate,Spring 2025,May,Thursday,8-10 AM,Staff G,12.9,18.0,Resolved on First Contact,No,No,5.0
10280,Admissions,Residency,Email,Undergraduate,Fall 2024,Oct,Friday,12-2 PM,Staff E,14.6,9.2,Follow-Up Required,No,Yes,4.9
10281,Admissions,Application Status,Phone,Undergraduate,Spring 2025,Jun,Thursday,8-10 AM,Staff B,12.3,11.7,Follow-Up Required,No,No,4.8
10282,Registrar,Graduation Check,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,8-10 AM,Staff B,13.4,14.9,Resolved on First Contact,No,No,4.6
10283,Registrar,Enrollment Verification,Email,Undergraduate,Spring 2025,Apr,Thursday,10-12 PM,Staff A,4.6,2.0,Referred to Another Office,No,No,4.9
10284,Financial Aid,FAFSA Status,Email,Parent/Guardian,Spring 2025,Jun,Monday,8-10 AM,Staff A,24.0,7.4,Resolved on First Contact,No,No,4.3
10285,Student Business Services,Payment Plan,Phone,Undergraduate,Fall 2024,Sep,Tuesday,8-10 AM,Staff F,16.9,13.3,Resolved on First Contact,No,No,3.5
10286,Financial Aid,Scholarship Inquiry,Walk-In,Parent/Guardian,Winter 2025,Feb,Tuesday,2-4 PM,Staff E,9.5,16.5,Escalated to Department,Yes,No,3.8
10287,Registrar,Graduation Check,Walk-In,Parent/Guardian,Summer 2025,Jul,Monday,8-10 AM,Staff E,9.7,15.8,Resolved on First Contact,No,No,3.4
10288,Registrar,Transcript Request,Email,Parent/Guardian,Winter 2025,Mar,Monday,12-2 PM,Staff C,13.6,4.9,Resolved on First Contact,No,No,3.3
10289,Financial Aid,Loan Questions,Virtual Appointment,Undergraduate,Summer 2025,Jul,Monday,10-12 PM,Staff G,4.6,14.0,Follow-Up Required,No,Yes,4.3
10290,Student Business Services,Payment Plan,Walk-In,Prospective,Winter 2025,Jan,Thursday,12-2 PM,Staff E,13.8,20.4,Escalated to Department,Yes,No,3.0
10291,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Sep,Thursday,12-2 PM,Staff E,14.8,11.6,Referred to Another Office,No,No,5.0
10292,Financial Aid,Work-Study,Email,Undergraduate,Winter 2025,Jan,Friday,10-12 PM,Staff H,17.6,18.1,Escalated to Department,Yes,No,4.8
10293,Admissions,Transfer Credits,Walk-In,Prospective,Summer 2025,Aug,Tuesday,2-4 PM,Staff G,10.9,12.0,Escalated to Department,Yes,No,5.0
10294,Registrar,Enrollment Verification,Phone,Undergraduate,Fall 2024,Nov,Wednesday,10-12 PM,Staff E,10.4,8.1,Referred to Another Office,No,No,2.7
10295,Financial Aid,Work-Study,Virtual Appointment,Parent/Guardian,Summer 2025,Aug,Friday,2-4 PM,Staff D,17.0,11.5,Follow-Up Required,No,Yes,2.9
10296,Registrar,Graduation Check,Walk-In,Graduate,Summer 2025,Jul,Monday,10-12 PM,Staff D,25.3,11.1,Resolved on First Contact,No,No,4.6
10297,Admissions,Transfer Credits,Phone,Undergraduate,Winter 2025,Feb,Thursday,2-4 PM,Staff H,13.9,15.3,Escalated to Department,Yes,No,3.2
10298,Financial Aid,Award Letter,Walk-In,Undergraduate,Fall 2024,Nov,Thursday,12-2 PM,Staff H,9.5,16.9,Resolved on First Contact,No,No,3.7
10299,Student Business Services,1098-T,Walk-In,Graduate,Spring 2025,Apr,Monday,2-4 PM,Staff C,9.7,19.6,Resolved on First Contact,No,No,4.0
10300,Financial Aid,Award Letter,Email,Graduate,Fall 2024,Sep,Friday,10-12 PM,Staff H,10.4,17.4,Escalated to Department,Yes,No,3.4
10301,Financial Aid,Work-Study,Walk-In,Graduate,Spring 2025,Jun,Thursday,10-12 PM,Staff C,6.9,21.0,Referred to Another Office,No,No,4.3
10302,Registrar,Add/Drop,Virtual Appointment,Undergraduate,Winter 2025,Jan,Monday,12-2 PM,Staff H,22.2,16.2,Resolved on First Contact,No,No,2.4
10303,Registrar,Add/Drop,Phone,Undergraduate,Winter 2025,Feb,Monday,2-4 PM,Staff H,17.7,9.3,Resolved on First Contact,No,No,4.6
10304,Student Business Services,Account Hold,Walk-In,Undergraduate,Spring 2025,Jun,Monday,2-4 PM,Staff B,10.0,18.9,Resolved on First Contact,No,No,4.1
10305,Student Business Services,1098-T,Walk-In,Undergraduate,Winter 2025,Mar,Tuesday,10-12 PM,Staff C,6.2,25.7,Resolved on First Contact,No,No,3.7
10306,General Inquiry,Complaint,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,12-2 PM,Staff F,8.1,16.9,Resolved on First Contact,No,No,5.0
10307,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Mar,Wednesday,10-12 PM,Staff B,9.6,10.1,Follow-Up Required,No,No,3.5
10308,Registrar,Add/Drop,Walk-In,Undergraduate,Winter 2025,Jan,Tuesday,10-12 PM,Staff H,8.3,9.1,Resolved on First Contact,No,No,4.0
10309,Admissions,Orientation,Walk-In,Graduate,Winter 2025,Jan,Friday,8-10 AM,Staff G,15.5,12.6,Resolved on First Contact,No,No,4.1
10310,Financial Aid,Award Letter,Phone,Graduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff E,7.5,20.9,Escalated to Department,Yes,No,4.7
10311,Registrar,Add/Drop,Email,Undergraduate,Winter 2025,Jan,Monday,2-4 PM,Staff H,21.3,8.9,Follow-Up Required,No,Yes,3.5
10312,Financial Aid,Award Letter,Phone,Graduate,Winter 2025,Feb,Tuesday,8-10 AM,Staff C,1.7,11.5,Resolved on First Contact,No,No,4.5
10313,Financial Aid,Loan Questions,Email,Graduate,Spring 2025,May,Wednesday,12-2 PM,Staff F,3.7,16.8,Resolved on First Contact,No,No,5.0
10314,General Inquiry,Department Referral,Walk-In,Undergraduate,Fall 2024,Sep,Tuesday,12-2 PM,Staff C,27.7,16.7,Resolved on First Contact,No,No,2.1
10315,Admissions,Orientation,Walk-In,Undergraduate,Fall 2024,Dec,Tuesday,8-10 AM,Staff H,14.1,7.6,Referred to Another Office,No,No,4.0
10316,Student Business Services,Payment Plan,Phone,Undergraduate,Summer 2025,Aug,Monday,10-12 PM,Staff C,0.5,19.8,Resolved on First Contact,No,No,4.8
10317,Registrar,Add/Drop,Phone,Undergraduate,Spring 2025,Apr,Thursday,12-2 PM,Staff B,0.9,12.6,Referred to Another Office,No,No,4.8
10318,Financial Aid,Loan Questions,Walk-In,Undergraduate,Winter 2025,Feb,Friday,8-10 AM,Staff G,18.4,19.4,Escalated to Department,Yes,No,3.7
10319,Financial Aid,Work-Study,Email,Undergraduate,Spring 2025,Jun,Tuesday,2-4 PM,Staff G,10.9,15.5,Follow-Up Required,No,Yes,2.9
10320,Financial Aid,Loan Questions,Email,Graduate,Fall 2024,Sep,Tuesday,2-4 PM,Staff B,23.7,14.4,Resolved on First Contact,No,No,2.6
